ID,DATE,ISO_3,PAYS,ID_PAYS,REGION,ID_REGION,CONTAMINES,DECES,GUERIS,CONTAMINES_FEMME,CONTAMINES_HOMME,CONTAMINES_GENRE_NON_SPECIFIE,NOUVEAUX_INDIVIDUS_VACCINES,TOTAL_INDIVIDUS_VACCINES (1 dose),SOURCE
43,01/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
44,01/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
45,01/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
46,02/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
47,02/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
48,02/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
49,02/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
50,02/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
51,02/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
52,02/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
53,02/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
54,02/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
55,02/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
56,02/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
57,02/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
58,02/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
59,02/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
60,02/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
61,03/03/2020,SEN,Sénégal,12,Dakar,117,1,0,0,0,1,0,,,Ministère de la santé
62,03/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
63,03/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
64,03/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
65,03/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
66,03/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
67,03/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
68,03/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
69,03/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
70,03/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
71,03/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
72,03/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
73,03/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
74,03/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
75,03/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
76,04/03/2020,SEN,Sénégal,12,Dakar,117,2,0,0,2,0,0,,,Ministère de la santé
77,04/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
78,04/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
79,04/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
80,04/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
81,04/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
82,04/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
83,04/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
84,04/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
85,04/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
86,04/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
87,04/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
88,04/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
89,04/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
90,04/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
91,05/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
92,05/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
93,05/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
94,05/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
95,05/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
96,05/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
97,05/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
98,05/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
99,05/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
100,05/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
101,05/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
102,05/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
103,05/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
104,05/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
105,05/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
106,06/03/2020,SEN,Sénégal,12,Dakar,117,0,0,1,0,0,0,,,Ministère de la santé
107,06/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
108,06/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
109,06/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
110,06/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
111,06/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
112,06/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
113,06/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
114,06/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
115,06/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
116,06/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
117,06/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
118,06/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
119,06/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
120,06/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
121,07/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
122,07/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
123,07/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
124,07/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
125,07/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
126,07/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
127,07/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
128,07/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
129,07/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
130,07/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
131,07/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
132,07/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
133,07/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
134,07/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
135,07/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
136,08/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
137,08/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
138,08/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
139,08/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
140,08/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
141,08/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
142,08/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
143,08/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
144,08/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
145,08/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
146,08/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
147,08/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
148,08/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
149,08/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
150,08/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
151,09/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
152,09/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
153,09/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
154,09/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
155,09/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
156,09/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
157,09/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
158,09/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
159,09/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
160,09/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
161,09/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
162,09/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
163,09/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
164,09/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
165,09/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
166,10/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
167,10/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
168,10/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
169,10/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
170,10/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
171,10/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
172,10/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
173,10/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
174,10/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
175,10/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
176,10/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
177,10/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
178,10/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
179,10/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
180,10/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
181,11/03/2020,SEN,Sénégal,12,Dakar,117,1,0,1,0,1,0,,,Ministère de la santé
182,11/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
183,11/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
184,11/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
185,11/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
186,11/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
187,11/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
188,11/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
189,11/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
190,11/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
191,11/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
192,11/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
193,11/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
194,11/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
195,11/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
196,12/03/2020,SEN,Sénégal,12,Dakar,117,5,0,0,,,5,,,Ministère de la santé
197,12/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
198,12/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
199,12/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
200,12/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
201,12/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
202,12/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
203,12/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
204,12/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
205,12/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
206,12/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
207,12/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
208,12/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
209,12/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
210,12/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
211,13/03/2020,SEN,Sénégal,12,Dakar,117,0,0,0,0,0,0,,,Ministère de la santé
212,13/03/2020,SEN,Sénégal,12,Diourbel,118,11,0,0,,,11,,,Ministère de la santé
213,13/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
214,13/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
215,13/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
216,13/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
217,13/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
218,13/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
219,13/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
220,13/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
221,13/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
222,13/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
223,13/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
224,13/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
225,13/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
226,14/03/2020,SEN,Sénégal,12,Dakar,117,2,0,0,0,2,0,,,Ministère de la santé
227,14/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
228,14/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
229,14/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
230,14/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
231,14/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
232,14/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
233,14/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
234,14/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
235,14/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
236,14/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
237,14/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
238,14/03/2020,SEN,Sénégal,12,Thiès,129,1,0,0,1,0,0,,,Ministère de la santé
239,14/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
240,14/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
241,15/03/2020,SEN,Sénégal,12,Dakar,117,2,0,0,0,2,0,,,Ministère de la santé
242,15/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
243,15/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
244,15/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
245,15/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
246,15/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
247,15/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
248,15/03/2020,SEN,Sénégal,12,Louga,124,0,0,0,0,0,0,,,Ministère de la santé
249,15/03/2020,SEN,Sénégal,12,Matam,125,0,0,0,0,0,0,,,Ministère de la santé
250,15/03/2020,SEN,Sénégal,12,Saint-Louis,126,0,0,0,0,0,0,,,Ministère de la santé
251,15/03/2020,SEN,Sénégal,12,Sédhiou,127,0,0,0,0,0,0,,,Ministère de la santé
252,15/03/2020,SEN,Sénégal,12,Tambacounda,128,0,0,0,0,0,0,,,Ministère de la santé
253,15/03/2020,SEN,Sénégal,12,Thiès,129,0,0,0,0,0,0,,,Ministère de la santé
254,15/03/2020,SEN,Sénégal,12,Ziguinchor,130,0,0,0,0,0,0,,,Ministère de la santé
255,15/03/2020,SEN,Sénégal,12,Non spécifié,131,0,0,0,0,0,0,0,0,Ministère de la santé
256,16/03/2020,SEN,Sénégal,12,Dakar,117,1,0,0,0,1,0,,,Ministère de la santé
257,16/03/2020,SEN,Sénégal,12,Diourbel,118,0,0,0,0,0,0,,,Ministère de la santé
258,16/03/2020,SEN,Sénégal,12,Fatick,119,0,0,0,0,0,0,,,Ministère de la santé
259,16/03/2020,SEN,Sénégal,12,Kaffrine,120,0,0,0,0,0,0,,,Ministère de la santé
260,16/03/2020,SEN,Sénégal,12,Kaolack,121,0,0,0,0,0,0,,,Ministère de la santé
261,16/03/2020,SEN,Sénégal,12,Kédougou,122,0,0,0,0,0,0,,,Ministère de la santé
262,16/03/2020,SEN,Sénégal,12,Kolda,123,0,0,0,0,0,0,,,Ministère de la santé
